Time,phi_r,phi_l,trq_r,trq_l
1.23,0.12130989699491747,-0.12130426675183781,-1.0363378464982895,-6.313993132561206
1.231,0.12209521030878549,-0.1220895629249954,-1.0372930567718701,-6.316632821026518
1.232,0.12288139714527953,-0.122875732756075,-1.0382537786196655,-6.319277110453334
1.233,0.12366844876923057,-0.12366276750845095,-1.0392200068757087,-6.321925926737662
1.234,0.12445635653281946,-0.12445065853286863,-1.040191736231227,-6.324579196399077
1.235,0.1252451118747069,-0.1252393972665624,-1.0411689612309591,-6.3272368465355635
1.236,0.1260347063191661,-0.12602897523239864,-1.042151676295155,-6.3298988049107985
1.237,0.12682513147522745,-0.1268193840380123,-1.0431398757087467,-6.332564999914442
1.238,0.12761637903583095,-0.12761061537496587,-1.044133553639166,-6.335235360618106
1.239,0.12840844077698715,-0.12840266101790565,-1.0451327041394973,-6.337909816761382
1.24,0.1292013085569473,-0.12919551282373032,-1.0461373211470901,-6.340588298795748
1.241,0.1299949743153792,-0.12998916273077388,-1.047147398493508,-6.343270737866958
1.242,0.130789430072553,-0.13078360275798495,-1.0481629299108348,-6.345957065888269
1.243,0.13158466792853876,-0.13157882500412388,-1.0491839090336104,-6.3486472154696205
1.244,0.1323806800624022,-0.13237482164696512,-1.0502103294046383,-6.351341119996644
1.245,0.13317745873142187,-0.13317158494250503,-1.0512421844766804,-6.354038713595549
1.246,0.13397499627029988,-0.1339691072241802,-1.0522794676108025,-6.356739931155348
1.247,0.13477328509039577,-0.13476738090209572,-1.0533221720933676,-6.359444708313687
1.248,0.13557231767894998,-0.13556639846225416,-1.054370291116911,-6.36215298144782
1.249,0.13637208659833497,-0.13636615246579797,-1.0554238177999455,-6.364864687712969
1.25,0.1371725844852976,-0.1371666355482617,-1.0564827451806782,-6.367579764960946
1.251,0.1379738040502172,-0.13796784041882404,-1.0575470662078679,-6.3702981518098465
1.252,0.1387757380763683,-0.13876975985957074,-1.0586167737710284,-6.373019787588409
1.253,0.1395783794191945,-0.1395723867247689,-1.059691860660363,-6.375744612316781
