Time,A_phi_r,A_phi_l,A_trq_r,A_trq_l,B_phi_r,B_phi_l,B_trq_r,B_trq_l,C_phi_r,C_phi_l,C_trq_r,C_trq_l,D_phi_r,D_phi_l,D_trq_r,D_trq_l,
13.582,1.69944,-1.66848,2.03474,-3.67299,1.69944,-1.66848,3.45737,-2.32469,1.69944,-1.66848,3.33023,-2.1414,1.69944,-1.66848,1.94742,-3.53822,
13.583,1.69944,-1.66848,2.03933,-3.66832,1.69944,-1.66848,3.45274,-2.32912,1.69944,-1.66848,3.32549,-2.14594,1.69944,-1.66848,1.9519,-3.53365,
13.584,1.69944,-1.66848,2.04389,-3.66368,1.69944,-1.66848,3.44815,-2.33353,1.69944,-1.66848,3.32078,-2.15045,1.69944,-1.66848,1.95635,-3.52911,
13.585,1.69944,-1.66848,2.04842,-3.65907,1.69944,-1.66848,3.44359,-2.33791,1.69944,-1.66848,3.3161,-2.15493,1.69944,-1.66848,1.96077,-3.5246,
13.586,1.69944,-1.66848,2.05292,-3.65448,1.69944,-1.66848,3.43905,-2.34227,1.69944,-1.66848,3.31145,-2.15938,1.69944,-1.66848,1.96517,-3.52012,
13.587,1.69945,-1.66848,2.0574,-3.64993,1.69944,-1.66849,3.43455,-2.34659,1.69944,-1.66849,3.30683,-2.16381,1.69945,-1.66848,1.96953,-3.51567,
13.588,1.69945,-1.66848,2.06184,-3.6454,1.69944,-1.66849,3.43007,-2.35089,1.69944,-1.66849,3.30224,-2.16821,1.69945,-1.66848,1.97387,-3.51125,
13.589,1.69945,-1.66848,2.06626,-3.64091,1.69944,-1.66849,3.42562,-2.35516,1.69944,-1.66849,3.29768,-2.17257,1.69945,-1.66848,1.97818,-3.50685,
13.59,1.69945,-1.66849,2.07065,-3.63644,1.69944,-1.66849,3.4212,-2.3594,1.69944,-1.66849,3.29315,-2.17692,1.69945,-1.66849,1.98246,-3.50248,
13.591,1.69945,-1.66849,2.07501,-3.632,1.69944,-1.66849,3.41681,-2.36361,1.69944,-1.66849,3.28864,-2.18123,1.69945,-1.66849,1.98672,-3.49814,
13.592,1.69945,-1.66849,2.07934,-3.62759,1.69944,-1.66849,3.41245,-2.3678,1.69945,-1.66849,3.28417,-2.18552,1.69945,-1.66849,1.99094,-3.49383,
13.593,1.69945,-1.66849,2.08365,-3.6232,1.69945,-1.66849,3.40812,-2.37196,1.69945,-1.66849,3.27972,-2.18977,1.69945,-1.66849,1.99515,-3.48955,
13.594,1.69945,-1.66849,2.08793,-3.61885,1.69945,-1.66849,3.40381,-2.37609,1.69945,-1.66849,3.2753,-2.19401,1.69945,-1.66849,1.99932,-3.48529,
13.595,1.69945,-1.66849,2.09218,-3.61452,1.69945,-1.66849,3.39953,-2.3802,1.69945,-1.66849,3.27091,-2.19821,1.69945,-1.66849,2.00347,-3.48106,
13.596,1.69945,-1.66849,2.0964,-3.61022,1.69945,-1.66849,3.39528,-2.38428,1.69945,-1.66849,3.26655,-2.20239,1.69945,-1.66849,2.00759,-3.47686,
13.597,1.69945,-1.66849,2.1006,-3.60595,1.69945,-1.6685,3.39105,-2.38834,1.69945,-1.6685,3.26222,-2.20654,1.69945,-1.66849,2.01168,-3.47268,
13.598,1.69945,-1.66849,2.10477,-3.6017,1.69945,-1.6685,3.38686,-2.39237,1.69945,-1.6685,3.25791,-2.21067,1.69945,-1.66849,2.01575,-3.46853,
13.599,1.69945,-1.66849,2.10891,-3.59748,1.69945,-1.6685,3.38269,-2.39637,1.69945,-1.6685,3.25363,-2.21476,1.69945,-1.66849,2.01979,-3.46441,
13.6,1.69945,-1.6685,2.11303,-3.59329,1.69945,-1.6685,3.37854,-2.40035,1.69945,-1.6685,3.24938,-2.21884,1.69945,-1.6685,2.02381,-3.46031,
13.601,1.69945,-1.6685,2.11712,-3.58913,1.69945,-1.6685,3.37443,-2.4043,1.69945,-1.6685,3.24515,-2.22288,1.69945,-1.6685,2.0278,-3.45624,
13.602,1.69945,-1.6685,2.12118,-3.58499,1.69945,-1.6685,3.37034,-2.40822,1.69945,-1.6685,3.24096,-2.2269,1.69945,-1.6685,2.03176,-3.4522,
13.603,1.69945,-1.6685,2.12522,-3.58088,1.69945,-1.6685,3.36627,-2.41212,1.69945,-1.6685,3.23679,-2.2309,1.69945,-1.6685,2.0357,-3.44818,
13.604,1.69945,-1.6685,2.12923,-3.57679,1.69945,-1.6685,3.36223,-2.416,1.69945,-1.6685,3.23264,-2.23487,1.69945,-1.6685,2.03961,-3.44419,
13.605,1.69945,-1.6685,2.13322,-3.57273,1.69945,-1.6685,3.35822,-2.41985,1.69945,-1.6685,3.22852,-2.23881,1.69945,-1.6685,2.0435,-3.44022,
13.606,1.69946,-1.6685,2.13718,-3.5687,1.69945,-1.6685,3.35424,-2.42367,1.69945,-1.6685,3.22443,-2.24273,1.69946,-1.6685,2.04737,-3.43628,
13.607,1.69946,-1.6685,2.14112,-3.56469,1.69945,-1.6685,3.35028,-2.42748,1.69945,-1.6685,3.22037,-2.24663,1.69946,-1.6685,2.05121,-3.43237,
13.608,1.69946,-1.6685,2.14503,-3.56071,1.69945,-1.6685,3.34634,-2.43125,1.69945,-1.6685,3.21633,-2.25049,1.69946,-1.6685,2.05502,-3.42848,
13.609,1.69946,-1.6685,2.14891,-3.55676,1.69945,-1.66851,3.34243,-2.435,1.69945,-1.66851,3.21231,-2.25434,1.69946,-1.6685,2.05881,-3.42461,
13.61,1.69946,-1.6685,2.15277,-3.55283,1.69945,-1.66851,3.33855,-2.43873,1.69945,-1.66851,3.20833,-2.25816,1.69946,-1.6685,2.06257,-3.42077,
13.611,1.69946,-1.6685,2.15661,-3.54892,1.69945,-1.66851,3.33469,-2.44243,1.69945,-1.66851,3.20436,-2.26195,1.69946,-1.6685,2.06631,-3.41695,
13.612,1.69946,-1.66851,2.16042,-3.54504,1.69946,-1.66851,3.33086,-2.44611,1.69946,-1.66851,3.20043,-2.26572,1.69946,-1.66851,2.07003,-3.41316,
13.613,1.69946,-1.66851,2.1642,-3.54118,1.69946,-1.66851,3.32705,-2.44977,1.69946,-1.66851,3.19652,-2.26947,1.69946,-1.66851,2.07372,-3.4094,
13.614,1.69946,-1.66851,2.16797,-3.53735,1.69946,-1.66851,3.32326,-2.4534,1.69946,-1.66851,3.19263,-2.27319,1.69946,-1.66851,2.07739,-3.40565,
13.615,1.69946,-1.66851,2.1717,-3.53355,1.69946,-1.66851,3.3195,-2.45701,1.69946,-1.66851,3.18877,-2.27689,1.69946,-1.66851,2.08104,-3.40194,
13.616,1.69946,-1.66851,2.17542,-3.52977,1.69946,-1.66851,3.31577,-2.46059,1.69946,-1.66851,3.18493,-2.28056,1.69946,-1.66851,2.08466,-3.39824,
13.617,1.69946,-1.66851,2.17911,-3.52601,1.69946,-1.66851,3.31206,-2.46416,1.69946,-1.66851,3.18112,-2.28422,1.69946,-1.66851,2.08826,-3.39457,
13.618,1.69946,-1.66851,2.18277,-3.52228,1.69946,-1.66851,3.30837,-2.46769,1.69946,-1.66851,3.17733,-2.28784,1.69946,-1.66851,2.09183,-3.39093,
13.619,1.69946,-1.66851,2.18642,-3.51857,1.69946,-1.66851,3.30471,-2.47121,1.69946,-1.66851,3.17357,-2.29145,1.69946,-1.66851,2.09538,-3.3873,
13.62,1.69946,-1.66851,2.19003,-3.51488,1.69946,-1.66851,3.30107,-2.4747,1.69946,-1.66851,3.16983,-2.29503,1.69946,-1.66851,2.09891,-3.3837,
13.621,1.69946,-1.66851,2.19363,-3.51122,1.69946,-1.66851,3.29745,-2.47817,1.69946,-1.66852,3.16612,-2.29859,1.69946,-1.66851,2.10242,-3.38013,
13.622,1.69946,-1.66851,2.1972,-3.50759,1.69946,-1.66852,3.29386,-2.48162,1.69946,-1.66852,3.16243,-2.30212,1.69946,-1.66851,2.1059,-3.37657,
13.623,1.69946,-1.66851,2.20075,-3.50397,1.69946,-1.66852,3.29029,-2.48504,1.69946,-1.66852,3.15876,-2.30563,1.69946,-1.66851,2.10936,-3.37304,
13.624,1.69946,-1.66851,2.20428,-3.50038,1.69946,-1.66852,3.28674,-2.48845,1.69946,-1.66852,3.15511,-2.30912,1.69946,-1.66851,2.1128,-3.36954,
13.625,1.69946,-1.66852,2.20778,-3.49681,1.69946,-1.66852,3.28322,-2.49183,1.69946,-1.66852,3.15149,-2.31259,1.69946,-1.66852,2.11622,-3.36605,
13.626,1.69946,-1.66852,2.21126,-3.49327,1.69946,-1.66852,3.27972,-2.49519,1.69946,-1.66852,3.1479,-2.31604,1.69946,-1.66852,2.11961,-3.36259,
13.627,1.69946,-1.66852,2.21472,-3.48975,1.69946,-1.66852,3.27624,-2.49852,1.69946,-1.66852,3.14432,-2.31946,1.69946,-1.66852,2.12298,-3.35915,
13.628,1.69946,-1.66852,2.21815,-3.48625,1.69946,-1.66852,3.27279,-2.50184,1.69946,-1.66852,3.14077,-2.32286,1.69946,-1.66852,2.12633,-3.35573,
13.629,1.69946,-1.66852,2.22157,-3.48277,1.69946,-1.66852,3.26936,-2.50513,1.69946,-1.66852,3.13725,-2.32624,1.69947,-1.66852,2.12966,-3.35234,
13.63,1.69947,-1.66852,2.22496,-3.47932,1.69946,-1.66852,3.26595,-2.5084,1.69946,-1.66852,3.13374,-2.32959,1.69947,-1.66852,2.13297,-3.34897,
13.631,1.69947,-1.66852,2.22833,-3.47589,1.69946,-1.66852,3.26256,-2.51165,1.69946,-1.66852,3.13026,-2.33293,1.69947,-1.66852,2.13625,-3.34561,
13.632,1.69947,-1.66852,2.23168,-3.47248,1.69946,-1.66852,3.25919,-2.51488,1.69946,-1.66852,3.1268,-2.33624,1.69947,-1.66852,2.13952,-3.34228,
13.633,1.69947,-1.66852,2.235,-3.46909,1.69946,-1.66852,3.25585,-2.51809,1.69946,-1.66852,3.12336,-2.33953,1.69947,-1.66852,2.14276,-3.33898,
13.634,1.69947,-1.66852,2.23831,-3.46573,1.69946,-1.66852,3.25253,-2.52128,1.69946,-1.66852,3.11995,-2.34281,1.69947,-1.66852,2.14598,-3.33569,
13.635,1.69947,-1.66852,2.24159,-3.46238,1.69946,-1.66852,3.24923,-2.52444,1.69946,-1.66852,3.11656,-2.34606,1.69947,-1.66852,2.14918,-3.33243,
13.636,1.69947,-1.66852,2.24485,-3.45906,1.69947,-1.66853,3.24595,-2.52759,1.69947,-1.66853,3.11319,-2.34928,1.69947,-1.66852,2.15236,-3.32918,
13.637,1.69947,-1.66852,2.24809,-3.45576,1.69947,-1.66853,3.24269,-2.53072,1.69947,-1.66853,3.10984,-2.35249,1.69947,-1.66852,2.15552,-3.32596,
13.638,1.69947,-1.66852,2.25131,-3.45248,1.69947,-1.66853,3.23946,-2.53382,1.69947,-1.66853,3.10651,-2.35568,1.69947,-1.66852,2.15866,-3.32276,
13.639,1.69947,-1.66852,2.25451,-3.44923,1.69947,-1.66853,3.23624,-2.5369,1.69947,-1.66853,3.1032,-2.35884,1.69947,-1.66852,2.16178,-3.31958,
13.64,1.69947,-1.66853,2.25769,-3.44599,1.69947,-1.66853,3.23305,-2.53997,1.69947,-1.66853,3.09992,-2.36199,1.69947,-1.66853,2.16487,-3.31642,
13.641,1.69947,-1.66853,2.26085,-3.44278,1.69947,-1.66853,3.22988,-2.54301,1.69947,-1.66853,3.09666,-2.36512,1.69947,-1.66853,2.16795,-3.31328,
13.642,1.69947,-1.66853,2.26398,-3.43958,1.69947,-1.66853,3.22673,-2.54604,1.69947,-1.66853,3.09341,-2.36822,1.69947,-1.66853,2.17101,-3.31016,
13.643,1.69947,-1.66853,2.2671,-3.43641,1.69947,-1.66853,3.22359,-2.54904,1.69947,-1.66853,3.09019,-2.37131,1.69947,-1.66853,2.17405,-3.30706,
13.644,1.69947,-1.66853,2.27019,-3.43326,1.69947,-1.66853,3.22048,-2.55203,1.69947,-1.66853,3.08699,-2.37437,1.69947,-1.66853,2.17706,-3.30398,
13.645,1.69947,-1.66853,2.27327,-3.43012,1.69947,-1.66853,3.21739,-2.55499,1.69947,-1.66853,3.08381,-2.37742,1.69947,-1.66853,2.18006,-3.30093,
13.646,1.69947,-1.66853,2.27633,-3.42701,1.69947,-1.66853,3.21432,-2.55794,1.69947,-1.66853,3.08066,-2.38044,1.69947,-1.66853,2.18304,-3.29789,
13.647,1.69947,-1.66853,2.27936,-3.42392,1.69947,-1.66853,3.21127,-2.56086,1.69947,-1.66853,3.07752,-2.38345,1.69947,-1.66853,2.186,-3.29487,
13.648,1.69947,-1.66853,2.28238,-3.42085,1.69947,-1.66853,3.20824,-2.56377,1.69947,-1.66853,3.0744,-2.38643,1.69947,-1.66853,2.18894,-3.29187,
13.649,1.69947,-1.66853,2.28537,-3.4178,1.69947,-1.66853,3.20523,-2.56666,1.69947,-1.66853,3.0713,-2.3894,1.69947,-1.66853,2.19186,-3.28889,
13.65,1.69947,-1.66853,2.28835,-3.41476,1.69947,-1.66853,3.20224,-2.56953,1.69947,-1.66853,3.06823,-2.39235,1.69947,-1.66853,2.19476,-3.28593,
13.651,1.69947,-1.66853,2.29131,-3.41175,1.69947,-1.66853,3.19927,-2.57238,1.69947,-1.66853,3.06517,-2.39527,1.69947,-1.66853,2.19764,-3.28299,
13.652,1.69947,-1.66853,2.29425,-3.40876,1.69947,-1.66853,3.19632,-2.57521,1.69947,-1.66853,3.06213,-2.39818,1.69947,-1.66853,2.20051,-3.28007,
13.653,1.69947,-1.66853,2.29716,-3.40579,1.69947,-1.66854,3.19339,-2.57802,1.69947,-1.66854,3.05911,-2.40107,1.69947,-1.66853,2.20335,-3.27717,
13.654,1.69947,-1.66853,2.30006,-3.40283,1.69947,-1.66854,3.19048,-2.58082,1.69947,-1.66854,3.05612,-2.40394,1.69947,-1.66853,2.20618,-3.27429,
13.655,1.69947,-1.66853,2.30295,-3.3999,1.69947,-1.66854,3.18758,-2.58359,1.69947,-1.66854,3.05314,-2.4068,1.69947,-1.66853,2.20898,-3.27142,
13.656,1.69947,-1.66853,2.30581,-3.39699,1.69947,-1.66854,3.18471,-2.58635,1.69947,-1.66854,3.05018,-2.40963,1.69947,-1.66853,2.21177,-3.26858,
13.657,1.69947,-1.66854,2.30865,-3.39409,1.69947,-1.66854,3.18185,-2.58909,1.69947,-1.66854,3.04724,-2.41245,1.69947,-1.66854,2.21454,-3.26575,
13.658,1.69947,-1.66854,2.31148,-3.39121,1.69947,-1.66854,3.17902,-2.59181,1.69947,-1.66854,3.04432,-2.41524,1.69947,-1.66854,2.2173,-3.26295,
13.659,1.69947,-1.66854,2.31428,-3.38835,1.69947,-1.66854,3.1762,-2.59452,1.69947,-1.66854,3.04142,-2.41802,1.69947,-1.66854,2.22003,-3.26016,
13.66,1.69948,-1.66854,2.31707,-3.38551,1.69947,-1.66854,3.1734,-2.5972,1.69947,-1.66854,3.03854,-2.42078,1.69948,-1.66854,2.22275,-3.25739,
13.661,1.69948,-1.66854,2.31984,-3.38269,1.69947,-1.66854,3.17062,-2.59987,1.69947,-1.66854,3.03567,-2.42353,1.69948,-1.66854,2.22545,-3.25463,
13.662,1.69948,-1.66854,2.32259,-3.37989,1.69947,-1.66854,3.16786,-2.60252,1.69947,-1.66854,3.03283,-2.42625,1.69948,-1.66854,2.22813,-3.2519,
13.663,1.69948,-1.66854,2.32533,-3.37711,1.69947,-1.66854,3.16511,-2.60515,1.69947,-1.66854,3.03,-2.42896,1.69948,-1.66854,2.23079,-3.24918,
13.664,1.69948,-1.66854,2.32804,-3.37434,1.69947,-1.66854,3.16239,-2.60777,1.69947,-1.66854,3.02719,-2.43165,1.69948,-1.66854,2.23344,-3.24648,
13.665,1.69948,-1.66854,2.33074,-3.37159,1.69947,-1.66854,3.15968,-2.61037,1.69947,-1.66854,3.0244,-2.43432,1.69948,-1.66854,2.23606,-3.2438,
13.666,1.69948,-1.66854,2.33342,-3.36886,1.69947,-1.66854,3.15699,-2.61295,1.69947,-1.66854,3.02163,-2.43697,1.69948,-1.66854,2.23868,-3.24114,
13.667,1.69948,-1.66854,2.33608,-3.36615,1.69947,-1.66854,3.15431,-2.61552,1.69948,-1.66854,3.01888,-2.43961,1.69948,-1.66854,2.24127,-3.23849,
13.668,1.69948,-1.66854,2.33873,-3.36346,1.69948,-1.66854,3.15166,-2.61806,1.69948,-1.66854,3.01614,-2.44223,1.69948,-1.66854,2.24385,-3.23586,
13.669,1.69948,-1.66854,2.34136,-3.36078,1.69948,-1.66854,3.14902,-2.62059,1.69948,-1.66854,3.01343,-2.44483,1.69948,-1.66854,2.24641,-3.23325,
13.67,1.69948,-1.66854,2.34397,-3.35812,1.69948,-1.66854,3.1464,-2.62311,1.69948,-1.66854,3.01073,-2.44742,1.69948,-1.66854,2.24895,-3.23066,
13.671,1.69948,-1.66854,2.34656,-3.35548,1.69948,-1.66854,3.1438,-2.6256,1.69948,-1.66854,3.00805,-2.44999,1.69948,-1.66854,2.25148,-3.22808,
13.672,1.69948,-1.66854,2.34914,-3.35286,1.69948,-1.66854,3.14121,-2.62808,1.69948,-1.66854,3.00538,-2.45254,1.69948,-1.66854,2.25399,-3.22552,
13.673,1.69948,-1.66854,2.3517,-3.35025,1.69948,-1.66854,3.13864,-2.63055,1.69948,-1.66854,3.00273,-2.45508,1.69948,-1.66854,2.25648,-3.22298,
13.674,1.69948,-1.66854,2.35424,-3.34766,1.69948,-1.66855,3.13609,-2.633,1.69948,-1.66855,3.0001,-2.45759,1.69948,-1.66854,2.25896,-3.22045,
13.675,1.69948,-1.66854,2.35676,-3.34509,1.69948,-1.66855,3.13356,-2.63543,1.69948,-1.66855,2.99749,-2.4601,1.69948,-1.66854,2.26142,-3.21794,
13.676,1.69948,-1.66854,2.35927,-3.34253,1.69948,-1.66855,3.13104,-2.63784,1.69948,-1.66855,2.9949,-2.46258,1.69948,-1.66854,2.26386,-3.21545,
13.677,1.69948,-1.66854,2.36177,-3.33999,1.69948,-1.66855,3.12854,-2.64024,1.69948,-1.66855,2.99232,-2.46505,1.69948,-1.66854,2.26629,-3.21297,
13.678,1.69948,-1.66855,2.36424,-3.33747,1.69948,-1.66855,3.12605,-2.64263,1.69948,-1.66855,2.98976,-2.4675,1.69948,-1.66855,2.2687,-3.21051,
13.679,1.69948,-1.66855,2.3667,-3.33496,1.69948,-1.66855,3.12358,-2.645,1.69948,-1.66855,2.98721,-2.46994,1.69948,-1.66855,2.2711,-3.20806,
13.68,1.69948,-1.66855,2.36915,-3.33247,1.69948,-1.66855,3.12113,-2.64735,1.69948,-1.66855,2.98469,-2.47236,1.69948,-1.66855,2.27348,-3.20564,
13.681,1.69948,-1.66855,2.37158,-3.33,1.69948,-1.66855,3.1187,-2.64969,1.69948,-1.66855,2.98217,-2.47477,1.69948,-1.66855,2.27584,-3.20322,
13.682,1.69948,-1.66855,2.37399,-3.32754,1.69948,-1.66855,3.11628,-2.65201,1.69948,-1.66855,2.97968,-2.47716,1.69948,-1.66855,2.27819,-3.20083,
13.683,1.69948,-1.66855,2.37638,-3.3251,1.69948,-1.66855,3.11387,-2.65431,1.69948,-1.66855,2.9772,-2.47953,1.69948,-1.66855,2.28052,-3.19845,
13.684,1.69948,-1.66855,2.37876,-3.32268,1.69948,-1.66855,3.11148,-2.6566,1.69948,-1.66855,2.97474,-2.48189,1.69948,-1.66855,2.28284,-3.19608,
13.685,1.69948,-1.66855,2.38113,-3.32027,1.69948,-1.66855,3.10911,-2.65888,1.69948,-1.66855,2.97229,-2.48423,1.69948,-1.66855,2.28514,-3.19373,
13.686,1.69948,-1.66855,2.38348,-3.31788,1.69948,-1.66855,3.10676,-2.66114,1.69948,-1.66855,2.96986,-2.48656,1.69948,-1.66855,2.28743,-3.1914,
13.687,1.69948,-1.66855,2.38581,-3.3155,1.69948,-1.66855,3.10442,-2.66338,1.69948,-1.66855,2.96745,-2.48887,1.69948,-1.66855,2.2897,-3.18908,
13.688,1.69948,-1.66855,2.38813,-3.31314,1.69948,-1.66855,3.10209,-2.66561,1.69948,-1.66855,2.96505,-2.49117,1.69948,-1.66855,2.29196,-3.18678,
13.689,1.69948,-1.66855,2.39043,-3.31079,1.69948,-1.66855,3.09978,-2.66783,1.69948,-1.66855,2.96267,-2.49345,1.69948,-1.66855,2.2942,-3.18449,
13.69,1.69948,-1.66855,2.39272,-3.30846,1.69948,-1.66855,3.09749,-2.67003,1.69948,-1.66855,2.9603,-2.49572,1.69948,-1.66855,2.29643,-3.18222,
13.691,1.69948,-1.66855,2.39499,-3.30615,1.69948,-1.66855,3.09521,-2.67222,1.69948,-1.66855,2.95795,-2.49797,1.69948,-1.66855,2.29864,-3.17996,
13.692,1.69948,-1.66855,2.39725,-3.30385,1.69948,-1.66855,3.09295,-2.67439,1.69948,-1.66855,2.95562,-2.5002,1.69948,-1.66855,2.30084,-3.17772,
13.693,1.69948,-1.66855,2.39949,-3.30156,1.69948,-1.66855,3.0907,-2.67654,1.69948,-1.66855,2.9533,-2.50243,1.69948,-1.66855,2.30303,-3.17549,
13.694,1.69948,-1.66855,2.40172,-3.29929,1.69948,-1.66855,3.08846,-2.67869,1.69948,-1.66855,2.95099,-2.50463,1.69948,-1.66855,2.3052,-3.17328,
13.695,1.69948,-1.66855,2.40394,-3.29704,1.69948,-1.66855,3.08624,-2.68082,1.69948,-1.66855,2.9487,-2.50683,1.69948,-1.66855,2.30735,-3.17108,
13.696,1.69948,-1.66855,2.40613,-3.2948,1.69948,-1.66855,3.08404,-2.68293,1.69948,-1.66855,2.94643,-2.509,1.69948,-1.66855,2.30949,-3.1689,
13.697,1.69948,-1.66855,2.40832,-3.29257,1.69948,-1.66855,3.08185,-2.68503,1.69948,-1.66855,2.94417,-2.51117,1.69948,-1.66855,2.31162,-3.16673,
13.698,1.69948,-1.66855,2.41049,-3.29036,1.69948,-1.66855,3.07968,-2.68712,1.69948,-1.66855,2.94193,-2.51332,1.69948,-1.66855,2.31373,-3.16457,
13.699,1.69948,-1.66855,2.41264,-3.28817,1.69948,-1.66855,3.07751,-2.68919,1.69948,-1.66855,2.9397,-2.51545,1.69948,-1.66855,2.31583,-3.16243,
13.7,1.69948,-1.66855,2.41478,-3.28599,1.69948,-1.66855,3.07537,-2.69125,1.69948,-1.66856,2.93748,-2.51758,1.69948,-1.66855,2.31791,-3.16031,
13.701,1.69948,-1.66855,2.41691,-3.28382,1.69948,-1.66856,3.07324,-2.69329,1.69948,-1.66856,2.93528,-2.51968,1.69948,-1.66855,2.31998,-3.1582,
13.702,1.69948,-1.66855,2.41902,-3.28167,1.69948,-1.66856,3.07112,-2.69532,1.69948,-1.66856,2.93309,-2.52178,1.69948,-1.66855,2.32204,-3.1561,
13.703,1.69948,-1.66855,2.42112,-3.27953,1.69948,-1.66856,3.06902,-2.69734,1.69948,-1.66856,2.93092,-2.52386,1.69948,-1.66855,2.32408,-3.15401,
13.704,1.69948,-1.66855,2.42321,-3.27741,1.69948,-1.66856,3.06693,-2.69935,1.69948,-1.66856,2.92877,-2.52592,1.69948,-1.66855,2.32611,-3.15194,
13.705,1.69949,-1.66856,2.42528,-3.2753,1.69948,-1.66856,3.06485,-2.70134,1.69948,-1.66856,2.92662,-2.52798,1.69949,-1.66856,2.32813,-3.14989,
13.706,1.69949,-1.66856,2.42734,-3.2732,1.69948,-1.66856,3.06279,-2.70331,1.69948,-1.66856,2.92449,-2.53001,1.69949,-1.66856,2.33013,-3.14784,
13.707,1.69949,-1.66856,2.42938,-3.27112,1.69948,-1.66856,3.06074,-2.70528,1.69948,-1.66856,2.92238,-2.53204,1.69949,-1.66856,2.33212,-3.14582,
13.708,1.69949,-1.66856,2.43141,-3.26905,1.69948,-1.66856,3.05871,-2.70723,1.69948,-1.66856,2.92028,-2.53405,1.69949,-1.66856,2.33409,-3.1438,
13.709,1.69949,-1.66856,2.43343,-3.267,1.69948,-1.66856,3.05669,-2.70917,1.69948,-1.66856,2.91819,-2.53605,1.69949,-1.66856,2.33606,-3.1418,
13.71,1.69949,-1.66856,2.43543,-3.26496,1.69948,-1.66856,3.05468,-2.71109,1.69948,-1.66856,2.91612,-2.53804,1.69949,-1.66856,2.33801,-3.13981,
13.711,1.69949,-1.66856,2.43742,-3.26293,1.69948,-1.66856,3.05269,-2.71301,1.69948,-1.66856,2.91406,-2.54001,1.69949,-1.66856,2.33994,-3.13783,
13.712,1.69949,-1.66856,2.4394,-3.26091,1.69948,-1.66856,3.0507,-2.71491,1.69948,-1.66856,2.91201,-2.54197,1.69949,-1.66856,2.34187,-3.13587,
13.713,1.69949,-1.66856,2.44136,-3.25891,1.69948,-1.66856,3.04874,-2.71679,1.69949,-1.66856,2.90998,-2.54391,1.69949,-1.66856,2.34378,-3.13392,
13.714,1.69949,-1.66856,2.44331,-3.25693,1.69949,-1.66856,3.04678,-2.71867,1.69949,-1.66856,2.90796,-2.54585,1.69949,-1.66856,2.34567,-3.13198,
13.715,1.69949,-1.66856,2.44525,-3.25495,1.69949,-1.66856,3.04484,-2.72053,1.69949,-1.66856,2.90596,-2.54777,1.69949,-1.66856,2.34756,-3.13006,
13.716,1.69949,-1.66856,2.44718,-3.25299,1.69949,-1.66856,3.04291,-2.72238,1.69949,-1.66856,2.90397,-2.54968,1.69949,-1.66856,2.34943,-3.12815,
13.717,1.69949,-1.66856,2.44909,-3.25104,1.69949,-1.66856,3.041,-2.72422,1.69949,-1.66856,2.90199,-2.55157,1.69949,-1.66856,2.35129,-3.12625,
13.718,1.69949,-1.66856,2.45099,-3.24911,1.69949,-1.66856,3.0391,-2.72604,1.69949,-1.66856,2.90002,-2.55346,1.69949,-1.66856,2.35314,-3.12437,
13.719,1.69949,-1.66856,2.45287,-3.24719,1.69949,-1.66856,3.03721,-2.72785,1.69949,-1.66856,2.89807,-2.55533,1.69949,-1.66856,2.35498,-3.12249,
13.72,1.69949,-1.66856,2.45475,-3.24528,1.69949,-1.66856,3.03533,-2.72965,1.69949,-1.66856,2.89613,-2.55718,1.69949,-1.66856,2.3568,-3.12063,
13.721,1.69949,-1.66856,2.45661,-3.24338,1.69949,-1.66856,3.03347,-2.73144,1.69949,-1.66856,2.8942,-2.55903,1.69949,-1.66856,2.35861,-3.11879,
13.722,1.69949,-1.66856,2.45846,-3.2415,1.69949,-1.66856,3.03161,-2.73322,1.69949,-1.66856,2.89229,-2.56086,1.69949,-1.66856,2.36041,-3.11695,
13.723,1.69949,-1.66856,2.4603,-3.23962,1.69949,-1.66856,3.02977,-2.73498,1.69949,-1.66856,2.89039,-2.56268,1.69949,-1.66856,2.3622,-3.11513,
13.724,1.69949,-1.66856,2.46212,-3.23776,1.69949,-1.66856,3.02795,-2.73673,1.69949,-1.66856,2.8885,-2.56449,1.69949,-1.66856,2.36397,-3.11332,
13.725,1.69949,-1.66856,2.46393,-3.23592,1.69949,-1.66856,3.02613,-2.73847,1.69949,-1.66856,2.88662,-2.56629,1.69949,-1.66856,2.36574,-3.11152,
13.726,1.69949,-1.66856,2.46574,-3.23408,1.69949,-1.66856,3.02433,-2.7402,1.69949,-1.66856,2.88476,-2.56808,1.69949,-1.66856,2.36749,-3.10973,
13.727,1.69949,-1.66856,2.46752,-3.23226,1.69949,-1.66856,3.02254,-2.74192,1.69949,-1.66856,2.88291,-2.56985,1.69949,-1.66856,2.36923,-3.10796,
13.728,1.69949,-1.66856,2.4693,-3.23045,1.69949,-1.66856,3.02076,-2.74363,1.69949,-1.66856,2.88107,-2.57161,1.69949,-1.66856,2.37096,-3.10619,
13.729,1.69949,-1.66856,2.47107,-3.22865,1.69949,-1.66856,3.01899,-2.74532,1.69949,-1.66856,2.87924,-2.57336,1.69949,-1.66856,2.37267,-3.10444,
13.73,1.69949,-1.66856,2.47282,-3.22687,1.69949,-1.66856,3.01724,-2.74701,1.69949,-1.66856,2.87743,-2.5751,1.69949,-1.66856,2.37438,-3.1027,
